Date,Global Supply Chain Pressure Index
2005-01,-0.1023116242240332
2005-02,-0.1138833694911433
2005-03,-0.2599646145416924
2005-04,-1.297356165784668
2005-05,-0.9615922873081364
2005-06,-0.919228280441649
2005-07,-0.8618634478077936
2005-08,-0.4768096805822236
2005-09,0.0833572006719998
2005-10,-0.075913707525403
2005-11,-0.6249494705038857
2005-12,-0.6860428421112272
2006-01,-0.3537555100662956
2006-02,-0.7219546146967014
2006-03,-0.3770857331790047
2006-04,0.1090281355516152
2006-05,0.1068330235898191
2006-06,0.1691230800024056
2006-07,-0.0896451592150122
2006-08,0.0701005760609653
2006-09,-0.6255780900356763
2006-10,-0.4980225126934819
2006-11,-0.2192561565757922
2006-12,-0.4482659494116906
2007-01,-0.8571585384815269
2007-02,-0.7068221734991224
2007-03,-0.5818414517930571
2007-04,-0.812761755833894
2007-05,-0.4054339176598628
2007-06,-0.3652827041577104
2007-07,-0.4225202122632291
2007-08,-0.1000703063521964
2007-09,-0.0351530497005645
2007-10,-0.6068123371837271
2007-11,-0.4828765907143937
2007-12,-0.1443664761256762
2008-01,-0.366525377259299
2008-02,0.45991054830301
2008-03,0.1563770390416669
2008-04,0.1441137035836474
2008-05,-0.1075648323346224
2008-06,0.2794953708932952
2008-07,1.0055423698712926
2008-08,0.2867081548750496
2008-09,-0.522437728412524
2008-10,-0.9615876889730834
2008-11,-1.5125310012941526
2008-12,-0.6898680396657457
2009-01,-0.3904970263185312
2009-02,-0.4189525090905749
2009-03,0.2045114025141165
2009-04,0.8599170050465734
2009-05,0.3486474290845901
2009-06,-0.4884455612877176
2009-07,-0.7255715816774433
2009-08,-1.1089470657494178
2009-09,-0.484541404674487
2009-10,-0.4518209579428315
2009-11,-0.7874780863537362
2009-12,-0.6117842783891306
2010-01,-0.3223632732928472
2010-02,-0.1558574737348496
2010-03,0.3594598927140005
2010-04,0.282450941984213
2010-05,0.4307935847824516
2010-06,-0.036638139034335
2010-07,-0.0467979186922804
2010-08,0.3043164214280808
2010-09,0.3738005757988698
2010-10,0.676014280772595
2010-11,0.4551486094971306
2010-12,0.7030575486459704
2011-01,0.7734862469687631
2011-02,0.3634389863022563
2011-03,0.7322506579554995
2011-04,1.6089484531228435
2011-05,0.9359187566672044
2011-06,0.2050847230775843
2011-07,0.2929965523737817
2011-08,-0.0891143859140659
2011-09,-0.5357035346089192
2011-10,-0.3618523273705253
2011-11,0.147795412680942
2011-12,-0.0305323750271455
2012-01,0.3914471588140728
2012-02,0.026317712008364
2012-03,-0.3458183472217977
2012-04,-0.3050181121451672
2012-05,-0.6541846353502946
2012-06,-0.6904304367269172
2012-07,-0.6715643373307213
2012-08,-0.1225173452393299
2012-09,-0.2473163030982799
2012-10,0.0108339564998112
2012-11,-0.338390702861516
2012-12,-0.1351866170435521
2013-01,-0.0345817680375427
2013-02,-0.3597009443086109
2013-03,-0.5243107224728679
2013-04,-0.7127184027281173
2013-05,-0.8427000289464875
2013-06,-0.6507311691859967
2013-07,-0.6420741434527795
2013-08,-0.557507525996786
2013-09,-0.2736357294027637
2013-10,-0.1791034528139981
2013-11,-0.6861408435920368
2013-12,-0.4879552890773601
2014-01,-0.6281657944316986
2014-02,-0.2824466768119311
2014-03,-0.6178314244935028
2014-04,-0.8152006524326646
2014-05,-0.8240527070668381
2014-06,-0.6840656180817453
2014-07,-0.8112266100871883
